policy,regime,vud,correct_utility_per_task,far,severity_weighted_far,acceptance_coverage,correct_acceptance_rate,failure_declaration_rate,cost_per_task,cost_per_correct_task,deadline_miss_rate,budget_violation_rate,scheduler_overhead_seconds,stale_evidence_invalidations,accepted,false_accepts,tasks,far_upper_95
linucb,context_poisoning,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5559480090697332,555.9480090697332,0.0,0.0,0.2443520319629897,0.0,0.0,0.0,1000.0,1.0
linucb,hidden_catastrophic_defect,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5467856825716179,546.7856825716178,0.0,0.0,0.22891921507653024,0.0,0.0,0.0,1000.0,1.0
linucb,hidden_reviewer_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5508433639766189,550.8433639766189,0.0,0.0,0.23209993000455142,0.0,0.0,0.0,1000.0,1.0
linucb,high_modeled_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5507066540535345,826.0599810803017,0.0,0.0,0.35680710299129714,0.0,0.0,0.0,1500.0,1.0
linucb,high_repair_regression,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5487431488806285,548.7431488806285,0.0,0.0,0.2226705519733514,0.0,0.0,0.0,1000.0,1.0
linucb,high_task_difficulty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5529560296254099,829.4340444381148,0.0,0.0,0.35728386499613407,0.0,0.0,0.0,1500.0,1.0
linucb,low_monetary_budgets,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.550376060857716,825.564091286574,0.0,0.0,0.3407180960093683,0.0,0.0,0.0,1500.0,1.0
linucb,missing_causal_overlap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5505139356431031,550.5139356431031,0.0,0.0,0.2256368410162395,0.0,0.0,0.0,1000.0,1.0
linucb,noisy_verifiers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5512826293222024,826.9239439833036,0.0,0.0,0.3493063039804838,0.0,0.0,0.0,1500.0,1.0
linucb,pareto_cost_duration,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43828356031470866,438.28356031470867,0.008,0.0,0.22249152802032768,0.0,0.0,0.0,1000.0,1.0
linucb,shared_specification_trap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5497958574409202,549.7958574409201,0.0,0.0,0.23358396398361947,0.0,0.0,0.0,1000.0,1.0
linucb,tight_deadlines,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5507908121418561,826.1862182127841,0.0006666666666666666,0.0,0.3462401030410547,0.0,0.0,0.0,1500.0,1.0
linucb,verifier_degradation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5486349017636283,548.6349017636282,0.0,0.0,0.23426036892306001,0.0,0.0,0.0,1000.0,1.0
thompson,balanced_default,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5484808895737089,822.7213343605633,0.0,0.0,0.22056843803511583,0.0,0.0,0.0,1500.0,1.0
thompson,competence_drift,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5551662983221498,555.1662983221498,0.0,0.0,0.14060162697387568,0.0,0.0,0.0,1000.0,1.0
thompson,confidence_inversion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500306671548246,550.0306671548246,0.0,0.0,0.19952720602486806,0.0,0.0,0.0,1000.0,1.0
thompson,context_poisoning,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5554215877473307,555.4215877473307,0.0,0.0,0.13839868001923605,0.0,0.0,0.0,1000.0,1.0
thompson,hidden_catastrophic_defect,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5462175779721854,546.2175779721854,0.0,0.0,0.15626269799940928,0.0,0.0,0.0,1000.0,1.0
thompson,hidden_reviewer_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5501886127748069,550.1886127748069,0.0,0.0,0.15401627794381056,0.0,0.0,0.0,1000.0,1.0
thompson,high_modeled_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5502328397769636,825.3492596654454,0.0,0.0,0.23299041508653318,0.0,0.0,0.0,1500.0,1.0
thompson,high_repair_regression,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5482179371239716,548.2179371239716,0.0,0.0,0.15028071806227672,0.0,0.0,0.0,1000.0,1.0
thompson,high_task_difficulty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5523939393911754,828.5909090867631,0.0,0.0,0.22160417998748017,0.0,0.0,0.0,1500.0,1.0
thompson,low_monetary_budgets,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5501870722714522,825.2806084071783,0.0,0.0,0.2400813259955612,0.0,0.0,0.0,1500.0,1.0
thompson,missing_causal_overlap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5500369812599942,550.0369812599943,0.0,0.0,0.15980589401806355,0.0,0.0,0.0,1000.0,1.0
thompson,noisy_verifiers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5507214087787472,826.0821131681208,0.0,0.0,0.22493235594811267,0.0,0.0,0.0,1500.0,1.0
thompson,pareto_cost_duration,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43720534165527714,437.20534165527715,0.008,0.0,0.16111517502758943,0.0,0.0,0.0,1000.0,1.0
thompson,shared_specification_trap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5495403929750398,549.5403929750397,0.0,0.0,0.15028430203346943,0.0,0.0,0.0,1000.0,1.0
thompson,tight_deadlines,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5509499364848242,826.4249047272363,0.0006666666666666666,0.0,0.2191468670807808,0.0,0.0,0.0,1500.0,1.0
thompson,verifier_degradation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5470115080785901,547.0115080785902,0.0,0.0,0.14393425501111778,0.0,0.0,0.0,1000.0,1.0
ucb1,balanced_default,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5480114954908737,822.0172432363105,0.0,0.0,0.1320614780215692,0.0,0.0,0.0,1500.0,1.0
ucb1,competence_drift,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5548301172165547,554.8301172165548,0.0,0.0,0.08773567006574012,0.0,0.0,0.0,1000.0,1.0
ucb1,confidence_inversion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5498027722481743,549.8027722481743,0.0,0.0,0.08126567402359797,0.0,0.0,0.0,1000.0,1.0
ucb1,context_poisoning,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5552485839971544,555.2485839971544,0.0,0.0,0.08486921994153818,0.0,0.0,0.0,1000.0,1.0
ucb1,hidden_catastrophic_defect,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.545896984246745,545.8969842467451,0.0,0.0,0.08936247402016306,0.0,0.0,0.0,1000.0,1.0
ucb1,hidden_reviewer_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5494863096742088,549.4863096742088,0.0,0.0,0.09057853298691043,0.0,0.0,0.0,1000.0,1.0
ucb1,high_modeled_correlation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5501637823814196,825.2456735721295,0.0,0.0,0.13466480401075387,0.0,0.0,0.0,1500.0,1.0
ucb1,high_repair_regression,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5481150398381688,548.1150398381687,0.0,0.0,0.08972299694505637,0.0,0.0,0.0,1000.0,1.0
ucb1,high_task_difficulty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5522415524100669,828.3623286151004,0.0,0.0,0.13190644700080156,0.0,0.0,0.0,1500.0,1.0
ucb1,low_monetary_budgets,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5499898249113236,824.9847373669855,0.0,0.0,0.1312428919991362,0.0,0.0,0.0,1500.0,1.0
ucb1,missing_causal_overlap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5496715230460341,549.671523046034,0.0,0.0,0.08610986502208107,0.0,0.0,0.0,1000.0,1.0
ucb1,noisy_verifiers,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5506375429488689,825.9563144233033,0.0,0.0,0.12279676391699468,0.0,0.0,0.0,1500.0,1.0
ucb1,pareto_cost_duration,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.43665304827874457,436.65304827874456,0.008,0.0,0.08160046896773565,0.0,0.0,0.0,1000.0,1.0
ucb1,shared_specification_trap,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.54883646269324,548.83646269324,0.0,0.0,0.08621538896113634,0.0,0.0,0.0,1000.0,1.0
ucb1,tight_deadlines,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5504961922495236,825.7442883742854,0.0,0.0,0.12305186502999277,0.0,0.0,0.0,1500.0,1.0
ucb1,verifier_degradation,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5469246879075841,546.924687907584,0.0,0.0,0.09143427497292578,0.0,0.0,0.0,1000.0,1.0
